id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
293,Ivano-Frankivsk,[Ivano-Frankovsk],Ivano-Frankivsk oblast,Ukraine,UKR,Europe,48.922527,24.713301,0.0,238196,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[3Xn3KdRIUnc,5jIOo112xDo,ohzl9Vcdyl0,Qjgg0cmHLXc,5-Rk-NR-tTA,Jio_sWfaXs0,WGrUVyWP_QA,UmjQn3FGsNs,GaxGEESaKJM]","[[0],[0],[0,0],[0,0],[0,0],[0,0,0],[0,0,0,0],[0],[0]]","[[17321],[5576],[3,1107],[1,2455],[143,918],[179,661,1130],[224,1124,2581,3849],[0],[0]]","[[19536],[7208],[1084,1387],[1151,3333],[805,1258],[560,1076,1382],[1024,2431,3730,4861],[1412],[822]]","[0,0,0,0,0,0,0,0,0]","[3112020,29112020,19122021,17022022,9012025,28122024,31052024,15112021,14112021]","[UCx5SjA82hQIDPdd3uLCssGQ,UCx5SjA82hQIDPdd3uLCssGQ,UCNpq2q54CHer0XWqjcrFa5A,UCNpq2q54CHer0XWqjcrFa5A,UCtoFYEMenSpkuJgi_qRI4MA,None,UChwRKaFTIm8neGQgpGmABBg,UCNpq2q54CHer0XWqjcrFa5A,UCNpq2q54CHer0XWqjcrFa5A]"
294,Luhansk,[],Luhansk oblast,Ukraine,UKR,Europe,48.571708,39.297315,0.0,397677,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[wB_FT9f41eA,sa92g5gsZ6g,7aNG5qfBa9A,Z13FBYUEQE4,o3PPBjW5aE0,GYrRiU7___Q,1FjHtAo1_Hw]","[[0],[0],[0],[0],[0],[0],[0]]","[[1],[33],[35],[33],[35],[42],[35]]","[[1595],[2835],[1640],[4048],[4846],[3318],[3455]]","[0,0,0,0,0,0,0]","[27012022,17062022,28082022,5062022,10072023,4082023,30082022]","[UCfoqDMse4YqqYBZ6rxvX1HQ,UCOks4-RLKjNzEBo43HRsqtg,UCOks4-RLKjNzEBo43HRsqtg,UCOks4-RLKjNzEBo43HRsqtg,UCOks4-RLKjNzEBo43HRsqtg,UCOks4-RLKjNzEBo43HRsqtg,UCOks4-RLKjNzEBo43HRsqtg]"
295,Melitopol,[],Zaporizhia oblast,Ukraine,UKR,Europe,46.8467267,35.3827281,0.0,148851,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[3mOYZXTIvjM,sm9rzG1dPG4]","[[0],[0]]","[[1],[0]]","[[1366],[1080]]","[0,2]","[14032016,5052020]","[UCWk4kQqxoAZsTSXRPhh_lMw,UCuuFgkN_F9BoAtAvMBGF2eQ]"
296,Mariupol,[],Donetsk oblast,Ukraine,UKR,Europe,47.0957648,37.5499621,0.0,431859,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[IpHo3dvUdYc,bMLBFYZmXl8,WdIBlQCTXjw,ObvBDWpk7Ks,F3EbK_2bpL4,aPLEP29eqB8]","[[0],[0,0,0,0],[0],[0],[0],[0,0]]","[[1],[178,291,563,1157],[0],[0],[0],[0,1560]]","[[400],[267,375,969,1321],[2391],[490],[750],[1200,2190]]","[0,2,0,0,0,2]","[15072021,1122023,15032022,2072013,2072013,6052020]","[UC0UT8fkO90Tiamxk1lLiBfQ,UCCTjrcF0tQgZWDsbZs9-I6w,UC8O5dHDsCgg698n58II485w,UCmcj6stEUmpyMcyT9UrtiRw,UCmcj6stEUmpyMcyT9UrtiRw,UCuuFgkN_F9BoAtAvMBGF2eQ]"
297,Kamianets-Podilskyi,[],Khmelnytskyi oblast,Ukraine,UKR,Europe,48.6781294,26.5854027,0.0,97908,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[VK8wgn5Y5B8,yLgodKslrCY]","[[0,0],[0]]","[[5,66],[53]]","[[1329,633],[482]]","[0,0]","[3122020,1012021]","[UCqS26dsYx9Tl-XQG_dV9KCw,UCqS26dsYx9Tl-XQG_dV9KCw]"
298,Brovary,[],Kyiv oblast,Ukraine,UKR,Europe,50.5111168,30.7900482,0.0,109806,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[AySuffsnX-M,-uF7Fn-yRJw,TyJijl5QoaY,SDPKCuBlxrk]","[[0],[0],[1],[0]]","[[66],[98],[5320],[823]]","[[633],[1539],[5940],[1199]]","[0,0,0,0]","[8082024,17082019,23072023,6022024]","[UCGEJKicDClrDrRnWOIpNpRA,UCvVHPGhaXle7a1q4m0gD3dA,UC4sdhbqd00eh4xbdxly7HxQ,UCGOyWVuFlU-vYncYCOiPmCQ]"
299,Boryspil,[Boryspol],Kyiv oblast,Ukraine,UKR,Europe,50.3512101,30.95077,0.0,64117,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[Wl55W1aUtys],[[0]],[[651]],[[1490]],[0],[16052024],[UCGEJKicDClrDrRnWOIpNpRA]
300,Kherson,[],Kherson oblast,Ukraine,UKR,Europe,46.65581,32.6178,0.0,283649,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[2Q0tS1qa--8,pE1PMRVohcs,WGjo8VncGqQ,QhEBA_K7h64,QQbr5VG1-IA]","[[0,0,0,0,0,0],[0],[0],[1],[0]]","[[186,395,1282,1516,1731,1900],[2421],[71],[3584],[60]]","[[383,839,1482,1716,1810,1936],[2808],[210],[4596],[1540]]","[0,0,0,0,2]","[12122014,15112023,13072019,25032022,16052020]","[UCfJDdHabRYYEm9YGwP7cKbQ,UCuYhWXmU2Z3jyz3-yVQlEHw,UC5XqazqzAbnkJkXeqCQyYiA,UC0UT8fkO90Tiamxk1lLiBfQ,UCuuFgkN_F9BoAtAvMBGF2eQ]"
301,Poltava,[],Poltava oblast,Ukraine,UKR,Europe,49.589742,34.550795,0.0,283402,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[sIGY13aTk9w,-0Lj3sdwF9c,xkAtt7yFRC0,19DZWMxzwzo]","[[0,0],[0,0,0,0],[0],[0,0]]","[[5161,16],[182,487,579,846],[29],[21,289]]","[[6130,1317],[361,523,798,1523],[1410],[258,1735]]","[0,0,0,0]","[31052020,28112023,28112023,29112023]","[UCdMK8N-xetLuAsoDoH63RQg,UCPcJrNbnTBmW47ZqA3qKpzQ,UCPcJrNbnTBmW47ZqA3qKpzQ,UCPcJrNbnTBmW47ZqA3qKpzQ]"
302,Chuhuiv,[],Kharkiv oblast,Ukraine,UKR,Europe,49.836626,36.6899391,0.0,36519,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[DGdOwXUMZkI],[[0]],[[3695]],[[4140]],[0],[13112017],[UCcIG7JlW94cwvyguY76G5vA]
303,Izium,[],Kharkiv oblast,Ukraine,UKR,Europe,49.1913721,37.2784125,0.0,45884,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[DGdOwXUMZkI],[[0]],[[7277]],[[7844]],[0],[13112017],[UCcIG7JlW94cwvyguY76G5vA]
304,Simferopol,[],Crimea,Ukraine,UKR,Europe,44.9521459,34.1024858,0.0,336460,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[524HhzbbYtc,mO2DumKKNKs,Ie4e4orTkpc,hmiz2EKzQ0s,pyKi8mE-l2Y,-iyH4imJCt4,r7z9LGtXRl0,iSLzFlvUhS4,uftgGhLe2i0,BzUso6OzP7c,qhqSp0S9CXI,pKeEDZt6N90,fYXgUc3h4NI,_6rgKPT2p6k,Nro1sVfcy9g]","[[0],[0,0,0],[0,0],[0],[0,0],[0,0],[0],[0],[0],[0],[0,0],[0],[0],[0],[1]]","[[1],[15,671,1092],[439,976],[25],[44,386],[80,881],[0],[0],[0],[0],[0,826],[0],[373],[0],[0]]","[[223],[660,930,1498],[968,1246],[1120],[366,643],[727,1090],[540],[97],[750],[1098],[798,1286],[761],[995],[925],[729]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[19022017,18022016,4122019,6022025,16012025,13092024,11022024,22042024,24122023,14112023,26112023,28122024,20092021,16102024,1102023]","[UCzxgrWfT7RRPanXKf2Y-OwA,UCKX1tqngdbXsf7G7WI8XSuQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCNaLrAMeBvJnOp_qZh8OgnQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ,UCDe3zqJ9kgAqFKkmK6GqTrQ]"
305,Kerch,[],Crimea,Ukraine,UKR,Europe,45.3534002,36.4538645,0.0,148932,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[524HhzbbYtc,MjNhQGSi9NA]","[[0],[0]]","[[11348],[243]]","[[11926],[598]]","[0,0]","[19022017,18012023]","[UCzxgrWfT7RRPanXKf2Y-OwA,UCgSg7uuqadnZiFcXgbu675Q]"
306,Sumy,[],Sumy blast,Ukraine,UKR,Europe,50.9119775,34.8027723,0.0,259660,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[hri7Nh5lDfM,xsHFzc6XiMs,usUvJAgr3IQ]","[[0],[0],[0,0,0]]","[[60],[0],[0,780,2590]]","[[330],[100],[740,2588,3046]]","[0,0,0]","[11042021,7092021,4092021]","[UCh7TJa3vyRRqlgvrgDq_Sgw,UCrL66eKpdL_PAU2VT4Gpo5A,UCrL66eKpdL_PAU2VT4Gpo5A]"
307,Chernihiv,[Chernigov],Chernihiv oblast,Ukraine,UKR,Europe,51.494099,31.294332,0.0,285234,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[GdBblodlKkk,U2hANQA6yLY,CL_fWBcGsKM,5QEkI3vG7LY,41y9_mJ1MqY,YvhtsrbtrcE,MWwEPNEMW8w,TyJijl5QoaY]","[[0,0],[0,0],[0],[0,0,0,0,0,0,0,0,0,0,0,0],[0],[0],[0],[1]]","[[1,313],[55,624],[1],[132,743,1976,3109,8344,4251,5537,6681,7830,8734,9732,10815],[100],[262],[159],[5]]","[[309,2134],[571,651],[697],[668,1665,2862,4037,8702,5286,6506,7821,8317,9726,10763,11724],[964],[756],[1093],[350]]","[0,2,0,0,0,0,0,0]","[4072019,14082020,26092018,27052024,4102024,24092024,13102024,23072023]","[UC9nQjmvtqOJYcN52DzyZrqQ,UCXXQcIgz31Mm9lZ5p9q089A,UCSOJ5f9X4gLM_ny_gcVTJtQ,UChwRKaFTIm8neGQgpGmABBg,UChAUfCwaQe_tD8RDXd4PrFw,UChAUfCwaQe_tD8RDXd4PrFw,UChAUfCwaQe_tD8RDXd4PrFw,UC4sdhbqd00eh4xbdxly7HxQ]"
308,Pervomaisk,[],Mykolaiv oblast,Ukraine,UKR,Europe,48.045745,30.8475997,0.0,36091,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[6YzMyc2qUXQ,MiDJv--0Zpc]","[[0],[0]]","[[1636],[680]]","[[2093],[1320]]","[0,2]","[30032020,27042020]","[UCPB4qVmzkiO9v23pgZP81SA,UCuuFgkN_F9BoAtAvMBGF2eQ]"
309,Voznesensk,[],Mykolaiv oblast,Ukraine,UKR,Europe,47.5679582,31.3338636,0.0,33442,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[6YzMyc2qUXQ],[[0]],[[3116]],[[3972]],[0],[30032020],[UCPB4qVmzkiO9v23pgZP81SA]
310,Lutsk,[],Volyn oblast,Ukraine,UKR,Europe,50.7450733,25.320078,0.0,215986,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[Xs7oGHqTYis],"[[0,0,0,0,0,0,0,0]]","[[95,1545,2803,3975,5218,6691,7989,9521]]","[[1378,2674,3814,5160,6605,7947,9426,11592]]",[0],[30032024],[UChwRKaFTIm8neGQgpGmABBg]
311,Kryvyi Rih,[],Dnipropetrovsk oblast,Ukraine,UKR,Europe,47.9102734,33.3917703,0.0,603904,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[5E7l734ku-8,te5VruST6MQ]","[[0,0,0,0,0,0,0,0,0],[0]]","[[20,1070,1748,2363,3092,3141,3244,3794,4403],[0]]","[[1021,1733,2065,3086,3135,3224,3752,4361,5343],[1860]]","[0,2]","[30042024,2052020]","[UChwRKaFTIm8neGQgpGmABBg,UCuuFgkN_F9BoAtAvMBGF2eQ]"
312,Korosten,[],Zhytomyr oblast,Ukraine,UKR,Europe,50.9491068,28.6417552,0.0,61496,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[hbNparBZp0A],"[[0,0,0,0,0,0,0]]","[[118,867,1334,1636,2770,3367,3629]]","[[816,1327,1583,2699,3361,3499,4963]]",[0],[9042024],[UChwRKaFTIm8neGQgpGmABBg]
313,Kremenchuk,[],Poltava oblast,Ukraine,UKR,Europe,49.062955,33.403516,0.0,217710,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[APLYNtBA5LE,boXXg_QC1oY]","[[0,0,0,0,0,0,0,0,0],[0]]","[[66,1282,1895,2093,2813,3931,4038,4524,4864],[1]]","[[1215,1887,2086,2776,3923,3994,4451,4812,5932],[702]]","[0,0]","[26052024,23062021]","[UChwRKaFTIm8neGQgpGmABBg,UCgyTCMFnqzxNl4ce-Dweavw]"
314,Rivne,[],Rivne oblast,Ukraine,UKR,Europe,50.619617,26.251317,0.0,245289,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[VDnHduTcNVs],"[[0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[256,2079,3840,5267,6040,7828,9180,12948,14302,15510,16895,17767,18819]]","[[1727,3243,5051,5798,7612,8965,10857,14087,15317,16839,17711,18735,19619]]",[0],[11042024],[UChwRKaFTIm8neGQgpGmABBg]
315,Cherkasy,[],Cherkasy oblast,Ukraine,UKR,Europe,49.444706,32.058808,0.0,272651,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[pbSxYRwJt8U,3EbIL_Wr85g,P_8Wxfpitwc,EYAkPLA0-x0]","[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,1],[0,0,1],[0]]","[[95,1758,3298,4737,6132,7318,8322,9525,10736,12028,13415,14638,15672,16942,18190],[90,1580],[0,2920,3124],[0]]","[[1669,3135,4686,6095,7280,8286,9492,10710,12004,13391,14618,15641,16898,18173,19032],[1560,1928],[2870,3075,3441],[4743]]","[0,0,0,2]","[26042024,2072021,2072021,12062020]","[UChwRKaFTIm8neGQgpGmABBg,UChF1tpLMHBWchn0mQsWB94w,UChF1tpLMHBWchn0mQsWB94w,UCuuFgkN_F9BoAtAvMBGF2eQ]"
316,Kropyvnytskyi,[],Kirovohrad oblast,Ukraine,UKR,Europe,48.5105805,32.2656283,0.0,219676,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[1Fc_Tcjl6s0],"[[0,0,0,0,0,0,0]]","[[31,817,1589,2782,3266,3544,4154]]","[[785,1532,2768,3222,3535,4149,4676]]",[0],[28052024],[UChwRKaFTIm8neGQgpGmABBg]
317,Pereiaslav,[],Kyiv oblast,Ukraine,UKR,Europe,50.0643984,31.4447327,0.0,26273,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[qURShnHIWZw,vXHdsj97Qao]","[[0,0,0,0],[0]]","[[137,953,1315,2586],[0]]","[[283,1260,2513,3149],[882]]","[0,0]","[13042024,23032024]","[UChwRKaFTIm8neGQgpGmABBg,UCGEJKicDClrDrRnWOIpNpRA]"
318,Kovel,[],Volyn oblast,Ukraine,UKR,Europe,51.2120538,24.708894,0.0,67575,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[-WiiLXofSx4],"[[0,0,0,0,0,0,0,0,0]]","[[126,560,1347,2525,4065,4874,5393,5498,5969]]","[[547,1278,2514,4012,4816,5390,5488,5935,7313]]",[0],[7042024],[UChwRKaFTIm8neGQgpGmABBg]
319,Sarny,[],Rivne oblast,Ukraine,UKR,Europe,51.3350028,26.6171275,0.0,28865,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[s0q6hntdvqs],"[[0,0,0,0,0,0,0,0,0,0]]","[[24,1254,2177,2951,3121,3663,3991,4457,5115,5285]]","[[1179,2161,2896,3117,3589,3984,4447,4956,5272,6271]]",[0],[7042024],[UChwRKaFTIm8neGQgpGmABBg]
320,Lubny,[],Poltava oblast,Ukraine,UKR,Europe,50.0159512,32.9957337,0.0,44595,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[C58ekZwFAG0],[[0]],[[40]],[[734]],[0],[4122024],[UC7bPaDtLFyevWHXtXqD07wA]
321,Konotop,[],Sumy oblast,Ukraine,UKR,Europe,51.2397495,33.206675,0.0,84787,44134693,10.2,100.0,174.0,45.3,26.6,144.65,"[Npo270bM_lA,ij-urgZpaQc,TVtYzAFhKyo]","[[0],[0,0,0,0,0],[0]]","[[248],[25,174,272,382,509],[40]]","[[348],[141,222,321,456,589],[888]]","[0,0,0]","[4032024,4032024,30012017]","[UC4-ZfSTPQr1i5qzQnI80UPg,UC4-ZfSTPQr1i5qzQnI80UPg,UChF1tpLMHBWchn0mQsWB94w]"
322,Uman,[],Cherkasy oblast,Ukraine,UKR,Europe,48.7497621,30.2203052,0.0,100135,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[1Hac2cVkMCE],"[[0,0,0,0]]","[[79,424,529,640]]","[[407,527,629,924]]",[0],[4042013],[UCs4hIQXO3KeOKZShky_3Yvw]
323,Truskavets,[],Lviv oblast,Ukraine,UKR,Europe,49.2782012,23.5059668,0.0,28287,44134693,10.2,100.0,174.0,45.3,26.6,144.65,[Vcd3QsiHtgY],"[[0,0]]","[[11,461]]","[[324,815]]",[0],[10012021],[UCgyTCMFnqzxNl4ce-Dweavw]
324,Voronezh,[],,Russia,RUS,Europe,51.660598,39.200586,0.0,1047549,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[ARg7YuS9Smc,XVKC8sZO7Bo,AbNil8-6w4g,OPdoFJZr-Yc,q-jrTHcWfWk,i0A33YOpm5U,VHyB_nD4YKY]","[[0],[0],[0,0,0,0],[0,0],[0,0],[0,0],[0]]","[[1],[76],[182,375,508,1286],[38,402],[23,2430],[39,2364],[0]]","[[1564],[1020],[370,487,767,1334],[325,1373],[2033,5164],[863,3484],[3231]]","[0,0,0,0,0,0,0]","[30052023,14062021,18092022,28112017,20042020,20032020,23032023]","[UCWJeSQ3cNdVYz-8zI0GxZTg,UCAjXz5LXKXc_4iCVFeqcRAw,UCGjUrUTPrZfshhbPQvTatUA,UCTu7oKE4NpgBDvMm_YpprGA,UCmBv_r46QTNgNH7JI71uYbA,UCmBv_r46QTNgNH7JI71uYbA,UCWJeSQ3cNdVYz-8zI0GxZTg]"
325,Krasnodar,[],,Russia,RUS,Europe,45.035257,38.976481,0.0,899541,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[KuUMduPeP4U,N5p-W_q8Qiw,SCsa2re4Q5s]","[[0],[0,1],[0]]","[[6],[17,692],[35]]","[[985],[692,1373],[1083]]","[0,0,0]","[11062023,11092022,7072023]","[UCpYbb7jkcB-_9gAJpeE8PVg,UC3j1QjR-n7Cfs_wOKI-P-cA,UCrguY84EXPMcETb3UrLXM5g]"
326,Yekaterinburg,[],,Russia,RUS,Asia,56.839104,60.60825,0.0,1495066,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[CArayrfolE8,OtQot2TcHZY,3SQr7H0UrSk,Z5iPw6oABTw,Z_kcQ9lj7aE,2pVcNy73Ujc]","[[0],[0],[1],[0,0,0,0,0],[0,0,0,0,0,0,0],[0,0]]","[[60],[1],[1107],[170,353,797,1239,2354],[50,980,1818,2501,2772,3342,4117],[0,620]]","[[1437],[1523],[1265],[272,615,1195,1519,2714],[754,1650,2395,2665,3247,3915,4498],[479,888]]","[0,0,0,0,0,0]","[12122022,23072024,19092020,16022023,23092022,16082022]","[UC9bZx4GiA6t0Jhd0Ud9DM5A,UCW8iZ9UrQ8A3u5nlxmCy6eA,UCQZuHtHwUiY8kHthmqzlUBw,UCsFaK_TO1piYCiO9oklLpcw,UCsFaK_TO1piYCiO9oklLpcw,UCA2Aw33VsHOv02Y4ZheH3Bg]"
327,Novosibirsk,[],,Russia,RUS,Asia,55.0288307,82.9226887,0.0,1612833,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[JDB3vQ8AOW4,dUenoL60Vok,S7yAdGfzcqg,ZzrDWdrp1-Q,LOwRSPyC7OY,KsVtSPtwDUQ,-K_RRtZTs6U,nApfhBBq7eA,wpMqtDYunFo,QJ8BcEoNtYY,x3hkCphZr_M,s_Bd3qeUeSM,NOnnqa7meMU,DIdrF9DQDDw,sKLaw94zQ0M]","[[0,0,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0,0],[0,0],[0,0,0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0,0],[0]]","[[81,202,699,871,1012,1091,1227],[12,67,165,323,449,651],[179,325,405],[125,530,797,1101],[1,176,242,553],[272,548,655,782,843,955],[54,436],[1016,1446,1597,2100],[126,763],[1,725],[11,752],[1,333],[863,1087],[19,221,326],[21]]","[[184,563,835,1005,1080,1201,1394],[52,156,227,433,585,773],[277,381,457],[472,775,1054,1180],[159,237,445,608],[530,644,754,927,920,1038],[383,495],[1270,1547,1721,3000],[666,983],[692,797],[728,918],[311,579],[1045,1187],[123,255,743],[1978]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[20012023,29052023,19042023,1042023,21082022,10122021,18042023,21052023,10052023,7052024,27072024,23042024,12082022,25032023,27082023]","[UCI28m5reqLIKSzwmmqtxEVg,UCI28m5reqLIKSzwmmqtxEVg,UCI28m5reqLIKSzwmmqtxEVg,UCI28m5reqLIKSzwmmqtxEVg,UCI28m5reqLIKSzwmmqtxEVg,UC1SsEA8iT9Q0ZlMygiub4Iw,UCI28m5reqLIKSzwmmqtxEVg,UCrNX7icP6kb9Y0A2vvPqMpA,UCrNX7icP6kb9Y0A2vvPqMpA,UCrNX7icP6kb9Y0A2vvPqMpA,UCrNX7icP6kb9Y0A2vvPqMpA,UCrNX7icP6kb9Y0A2vvPqMpA,UCFbfWEjc04ugeP4hn5CbH8Q,UCrNX7icP6kb9Y0A2vvPqMpA,UCUHjoaadnRFiUJl0g_ETaQA]"
328,Murmansk,[],,Russia,RUS,Europe,68.970665,33.07497,0.0,295374,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[GRXPi_jZ5rI,Uz2Rf_sVxVk,GvaIYVO677w,RCheAnePZnw,vYWbnwzqzuw]","[[0,1],[0],[1],[1,1,1],[1,1]]","[[1,770],[39],[31],[296,1136,1734],[60,732]]","[[731,1095],[153],[1041],[974,1430,2385],[646,1935]]","[0,0,0,0,0]","[9012025,18042022,12122024,20012025,5022025]","[UCiygpf88L4bRVuVi8PSgoJA,UC13grFkpvC315pZWUHBTFlw,UCiygpf88L4bRVuVi8PSgoJA,UCiygpf88L4bRVuVi8PSgoJA,UCiygpf88L4bRVuVi8PSgoJA]"
329,Rostov-on-Don,"[Rostow-na-Donu,Rostov]",,Russia,RUS,Europe,47.2595681,39.7390827,0.0,1130305,144104080,12.0,100.0,171.0,41.5,37.5,173.7,"[FV_xB23NaAw,3BG85-tGaMw,PCP6IqbGN1s,Yy66X6p0MII,FteyXW3-TQ8,pNVpcyHDBF8,PFrzKrgFY4E,Cb9em-HIAzg,qgHTvmR0QqQ,IK0cuqSN2aQ]","[[0],[0],[0],[0,0],[0],[0],[0],[0,0],[0,0],[0]]","[[24],[60],[54],[292,1033],[16],[42],[59],[35,950],[14,497],[0]]","[[1601],[1622],[1697],[834,1219],[1933],[1406],[1176],[670,1164],[260,881],[2374]]","[0,0,0,0,0,0,0,0,0,0]","[20092024,3082017,27012025,13012025,5112024,17122024,29092024,24122024,23022019,23072024]","[UCwePcM4Dp_1LarJBocwPn3Q,UCzxgrWfT7RRPanXKf2Y-OwA,UCwePcM4Dp_1LarJBocwPn3Q,UCwePcM4Dp_1LarJBocwPn3Q,UCwePcM4Dp_1LarJBocwPn3Q,UCwePcM4Dp_1LarJBocwPn3Q,UCwePcM4Dp_1LarJBocwPn3Q,UCwePcM4Dp_1LarJBocwPn3Q,UCeRqad8DOyF06eGdtdaerkg,UC2NzNlsPRyXYAl3HP_BgCuA]"
